# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2025-04-28 19:09:43 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/86/3gll7lw97bd1x0htrdm3wgfw0000gn/T/tmp5ckvn70_/mu80ke9f.json
# init = 2 (Default)
# random
#   seed = 35095
# output
#   file = /var/folders/86/3gll7lw97bd1x0htrdm3wgfw0000gn/T/tmp5ckvn70_/model_baseline_a2km8w8/model_baseline-20250428150942_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=model_baseline.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_motif,mu_0,sigma_0,mu_1,sigma_1
# Adaptation terminated
# Step size = 0.0707707
# Diagonal elements of inverse mass matrix:
# 1.1297, 0.0524336, 0.000674871, 0.00260584, 0.604269, 0.00032491
-7230.54,0.986474,0.0707707,5,63,0,7235.83,-9.0404,2.26184,0.322966,0.367036,42.7478,31.3952
-7226.61,0.987038,0.0707707,5,31,0,7232.98,-9.42573,2.34076,0.336198,0.372881,39.8528,32.2577
-7226.52,0.998928,0.0707707,6,63,0,7228.62,-7.46078,1.91491,0.301485,0.409405,40.6886,32.742
-7226.65,0.973493,0.0707707,6,63,0,7229.21,-9.64036,2.41301,0.330263,0.391754,39.965,31.6837
-7228.26,0.902726,0.0707707,6,63,0,7231.95,-8.73776,2.23624,0.328978,0.412438,41.9459,33.1983
-7226.26,0.999771,0.0707707,5,31,0,7229.04,-8.75672,2.218,0.330025,0.404897,41.6361,33.0161
-7226.16,0.960082,0.0707707,6,63,0,7227.98,-8.65678,2.17954,0.330141,0.382484,40.0667,31.5961
-7227.1,0.987106,0.0707707,5,31,0,7228.4,-8.74808,2.19274,0.334292,0.417206,40.2052,31.4995
-7227.1,1,0.0707707,5,63,0,7228.13,-9.01147,2.26498,0.337991,0.413277,40.6788,31.3084
-7229.99,0.985589,0.0707707,6,63,0,7232.87,-9.61153,2.38579,0.357146,0.425076,41.3111,33.6015
-7229.14,0.999904,0.0707707,6,63,0,7233.16,-9.34207,2.32662,0.333035,0.375387,38.9212,31.7884
-7229.67,0.999806,0.0707707,6,63,0,7230.47,-7.01179,1.84427,0.326754,0.407318,42.8742,32.7515
-7229.73,0.996433,0.0707707,6,63,0,7231.48,-6.98281,1.83029,0.329671,0.40303,42.9389,32.7705
-7231.47,0.726331,0.0707707,6,63,0,7233.27,-8.87477,2.292,0.330749,0.381905,38.8348,31.7708
-7230.3,0.947497,0.0707707,5,31,0,7232.97,-8.6427,2.23577,0.326303,0.38724,38.9948,31.74
-7228.02,0.974789,0.0707707,6,63,0,7237.01,-8.34325,2.1517,0.385677,0.402864,41.0515,31.8901
-7227.27,0.929212,0.0707707,6,63,0,7229.84,-8.97664,2.25028,0.277189,0.379951,40.452,32.453
-7225.99,0.999124,0.0707707,6,63,0,7228.48,-9.59255,2.38301,0.320203,0.413798,41.1684,32.3666
-7226.04,0.868748,0.0707707,6,63,0,7228.55,-7.82839,1.98527,0.342911,0.3727,40.5922,32.2723
-7227.04,0.910656,0.0707707,6,63,0,7228.64,-9.06003,2.31764,0.356801,0.405439,40.5921,32.4086
-7225.77,0.989814,0.0707707,6,63,0,7228.17,-7.98344,2.04752,0.297457,0.380233,41.1206,32.1495
-7226.61,0.98269,0.0707707,5,31,0,7227.14,-7.51095,1.93693,0.295225,0.381353,41.3833,31.8725
-7225.98,0.997606,0.0707707,6,63,0,7228.05,-8.49176,2.15483,0.345278,0.402404,39.698,32.3416
-7226.5,0.863784,0.0707707,6,63,0,7228.2,-8.36542,2.14192,0.319406,0.368557,41.7601,32.4103
-7229.85,0.998833,0.0707707,5,31,0,7231.3,-7.74238,2.00515,0.308543,0.360374,41.8951,33.3984
-7232.21,0.980483,0.0707707,5,63,0,7234.73,-7.79709,1.98504,0.273034,0.37518,42.7485,33.1682
-7228.96,0.999991,0.0707707,5,63,0,7236.22,-9.74322,2.4152,0.390363,0.387227,40.0798,32.7366
-7231.11,0.869176,0.0707707,5,31,0,7233.3,-9.28333,2.35128,0.405149,0.408586,39.7017,32.7413
-7231.33,0.978698,0.0707707,6,63,0,7233.39,-10.0308,2.45599,0.405973,0.404526,40.3251,32.8255
-7229.55,0.993053,0.0707707,6,63,0,7233.76,-8.80766,2.24113,0.259158,0.393216,41.5252,31.7299
-7229.04,0.962206,0.0707707,6,63,0,7233.79,-11.211,2.75393,0.362916,0.406654,41.0385,32.5606
-7225.51,0.971644,0.0707707,6,63,0,7232.7,-8.3389,2.11141,0.308214,0.407746,41.1634,32.617
-7226.96,0.985041,0.0707707,5,31,0,7228.47,-8.22132,2.08602,0.307043,0.375953,41.0958,33.2442
-7228.65,0.937224,0.0707707,6,63,0,7233.13,-7.914,2.00514,0.315959,0.351257,40.5619,32.757
-7229.58,0.999889,0.0707707,4,15,0,7229.99,-7.68248,1.95728,0.310975,0.346501,40.5835,32.6959
-7227.89,0.982372,0.0707707,5,31,0,7230.5,-7.74671,1.96503,0.30591,0.360858,40.4848,32.6605
-7226.5,0.999968,0.0707707,4,31,0,7228.94,-7.61093,1.9356,0.312502,0.373677,40.5609,32.5444
-7227.1,0.891338,0.0707707,6,63,0,7230.96,-9.3196,2.29921,0.332527,0.372461,40.8907,31.674
-7226.95,0.99404,0.0707707,6,63,0,7228.22,-7.3059,1.93008,0.311653,0.410007,41.0614,32.6461
-7225.05,0.918577,0.0707707,4,19,0,7228.86,-7.5564,1.94675,0.328525,0.399502,40.9551,32.4499
-7226.85,0.910379,0.0707707,5,63,0,7228.23,-8.02699,2.07102,0.372616,0.414114,41.1613,32.2211
-7226.07,0.99357,0.0707707,5,63,0,7228.83,-9.21925,2.33113,0.31638,0.398232,41.5037,32.7229
-7227.26,0.999423,0.0707707,5,63,0,7228.79,-8.54533,2.15259,0.288462,0.414324,40.7859,32.9987
-7226.29,0.999948,0.0707707,6,63,0,7229.38,-10.1629,2.50762,0.31454,0.385379,40.4577,32.3917
-7226.82,0.993856,0.0707707,6,63,0,7228.95,-6.85594,1.80359,0.325235,0.41942,41.1569,32.2291
-7227.18,0.997422,0.0707707,5,31,0,7227.59,-6.80791,1.7921,0.320738,0.421526,41.2087,32.5097
-7226.81,0.999984,0.0707707,6,63,0,7228.95,-9.83166,2.44551,0.344828,0.366584,40.5013,32.1338
-7226.59,0.982912,0.0707707,6,63,0,7228.53,-9.08523,2.26973,0.328092,0.373368,39.6613,32.3582
-7225.7,0.999564,0.0707707,6,63,0,7232.73,-9.41141,2.36398,0.310467,0.405695,40.5374,32.3234
-7226.93,0.886299,0.0707707,6,63,0,7229.22,-7.48973,1.89802,0.303277,0.391871,40.8756,32.3565
-7232.85,0.983301,0.0707707,5,47,0,7235.71,-9.59251,2.35051,0.355098,0.380053,40.1454,34.1209
-7227.57,0.943548,0.0707707,5,31,0,7234.61,-9.66259,2.40618,0.330921,0.365845,40.8428,33.1565
-7227.04,0.887278,0.0707707,5,63,0,7233.31,-7.95657,2.03275,0.321959,0.416099,39.5947,32.7051
-7226.53,0.910488,0.0707707,6,63,0,7230.4,-8.39233,2.1472,0.33635,0.366334,41.6501,32.0673
-7226.69,0.999001,0.0707707,5,63,0,7229.35,-9.07595,2.28504,0.355656,0.401866,40.4083,33.1353
-7226.56,0.887685,0.0707707,6,63,0,7229.96,-8.64337,2.19926,0.326284,0.404772,40.8554,33.2822
-7227.41,0.852167,0.0707707,6,63,0,7230.86,-8.26006,2.09784,0.285165,0.39532,41.6855,31.6324
-7226.73,0.955489,0.0707707,6,63,0,7229.7,-9.07843,2.29726,0.291476,0.390817,39.9918,32.2093
-7227.67,0.990926,0.0707707,6,63,0,7229.49,-7.92743,2.05169,0.302631,0.424747,40.0092,31.9327
-7226.99,0.995284,0.0707707,6,63,0,7229.77,-8.59359,2.19564,0.294486,0.376372,40.1964,32.7331
-7226.95,0.989156,0.0707707,6,63,0,7230.64,-7.60485,1.93649,0.31609,0.418066,41.0842,31.7845
-7226.1,0.997884,0.0707707,6,63,0,7228.62,-8.76513,2.22002,0.362969,0.399988,40.9944,32.8709
-7227.19,0.999739,0.0707707,5,63,0,7227.7,-8.71856,2.20686,0.366923,0.418427,40.5929,32.9622
-7226.43,0.999923,0.0707707,6,63,0,7230.2,-9.31713,2.32877,0.286518,0.388966,40.8296,32.0188
-7228.58,0.867069,0.0707707,5,63,0,7233.82,-7.61648,1.9438,0.331482,0.405401,39.5642,31.3402
-7226,0.98706,0.0707707,5,63,0,7229.51,-8.91976,2.26779,0.334061,0.391655,41.826,32.4929
-7227.08,0.857068,0.0707707,6,63,0,7228.36,-7.45023,1.97076,0.319613,0.397214,40.3068,31.9531
-7228.27,0.98727,0.0707707,5,31,0,7228.89,-7.21777,1.83282,0.31354,0.401601,40.0691,32.5916
-7227.47,1,0.0707707,6,63,0,7230.36,-9.69213,2.45324,0.352843,0.381075,40.6744,31.9181
-7228.51,0.967232,0.0707707,5,31,0,7231.17,-9.45966,2.36563,0.347105,0.357021,41.9884,32.2223
-7228.51,0.999985,0.0707707,6,63,0,7230.6,-7.54766,1.94596,0.294427,0.423812,39.5388,32.1064
-7225.81,0.988284,0.0707707,5,63,0,7230.07,-8.22317,2.08266,0.347893,0.371084,40.4842,32.4604
-7225.78,0.935547,0.0707707,5,63,0,7226.83,-8.07185,2.08377,0.335646,0.376279,40.2061,32.2265
-7226.34,0.998585,0.0707707,6,63,0,7228.51,-9.38036,2.32449,0.342258,0.414897,41.377,32.3658
