# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = model_baseline_model
# start_datetime = 2025-04-28 20:40:48 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/86/3gll7lw97bd1x0htrdm3wgfw0000gn/T/tmppyk86fto/182mky5f.json
# init = 2 (Default)
# random
#   seed = 51468
# output
#   file = /var/folders/86/3gll7lw97bd1x0htrdm3wgfw0000gn/T/tmppyk86fto/model_baselinebxhjy7_k/model_baseline-20250428164048_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=model_baseline.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_motif,mu_0,sigma_0,mu_1,sigma_1
# Adaptation terminated
# Step size = 0.115004
# Diagonal elements of inverse mass matrix:
# 0.000281908, 1.86035e-05, 0.00152455, 0.00394219, 1.19714, 0.000502197
-354185,0.691404,0.115004,5,31,0,354187,2.09215,-0.00514351,0.312484,0.391666,38.8509,32.1974
-354182,0.97743,0.115004,5,31,0,354186,2.07989,-0.00248563,0.3707,0.36826,40.1943,32.3238
-354183,0.997082,0.115004,5,31,0,354184,2.05681,0.00317711,0.283931,0.433722,40.7945,30.8805
-354182,0.962892,0.115004,5,31,0,354186,2.0565,0.00244164,0.253729,0.40505,40.3963,31.8243
-354182,0.959183,0.115004,5,31,0,354185,2.08794,-0.0027164,0.406893,0.397361,40.5635,31.4855
-354183,0.992252,0.115004,5,31,0,354187,2.04409,0.00440024,0.258413,0.407737,41.2022,31.8254
-354183,0.943148,0.115004,5,31,0,354184,2.08965,-0.00280069,0.397851,0.3856,39.8197,31.2711
-354182,0.959094,0.115004,5,31,0,354184,2.0778,-0.00189966,0.2799,0.401503,40.9447,32.4955
-354182,0.954832,0.115004,5,31,0,354185,2.05929,0.00125925,0.340094,0.435656,41.829,31.7939
-354182,0.993245,0.115004,5,31,0,354183,2.06827,0.000984979,0.315508,0.363573,39.2428,31.2942
-354181,0.877377,0.115004,2,3,0,354183,2.06715,0.000225342,0.315669,0.36458,39.3833,31.2855
-354181,0.999976,0.115004,5,31,0,354183,2.08944,-0.00319519,0.295897,0.382519,39.8024,31.5375
-354183,0.727515,0.115004,5,31,0,354184,2.07663,0.000144102,0.34558,0.387011,41.9444,31.3335
-354183,0.999716,0.115004,5,31,0,354185,2.07975,-0.00284938,0.315918,0.397473,39.1323,31.6726
-354181,1,0.115004,5,31,0,354184,2.04753,0.00455504,0.314488,0.382888,40.0247,31.2632
-354181,0.954876,0.115004,5,31,0,354183,2.0966,-0.00501021,0.356256,0.401407,41.0665,31.9102
-354181,0.999722,0.115004,5,31,0,354183,2.07272,-0.000457009,0.29163,0.370227,40.518,31.0058
-354183,0.993218,0.115004,5,31,0,354185,2.07587,-0.00107312,0.330248,0.4729,41.3049,32.1717
-354181,0.998835,0.115004,5,31,0,354186,2.06586,0.000672504,0.364794,0.383605,39.0017,30.9846
-354181,0.77949,0.115004,5,31,0,354185,2.07834,-0.00125052,0.389851,0.374882,40.8497,31.4548
-354181,0.826627,0.115004,5,31,0,354186,2.05287,0.00274231,0.288543,0.417871,41.122,31.8763
-354183,0.996197,0.115004,5,31,0,354186,2.10818,-0.00663955,0.317728,0.369541,41.6236,31.1541
-354181,0.940131,0.115004,5,31,0,354186,2.04993,0.00396877,0.334261,0.36784,39.7101,32.1267
-354183,0.79933,0.115004,5,31,0,354185,2.08976,-0.00451407,0.339653,0.425528,41.1368,31.2363
-354183,0.980494,0.115004,5,31,0,354187,2.06265,0.00167162,0.342115,0.417499,42.4928,30.508
-354183,0.984453,0.115004,5,31,0,354188,2.07048,-9.13086e-05,0.296994,0.375106,39.994,30.0609
-354183,0.952559,0.115004,5,31,0,354186,2.06485,0.00141061,0.363415,0.417425,41.006,33.073
-354182,0.726152,0.115004,4,15,0,354185,2.06269,0.000429635,0.342498,0.400355,40.1273,32.7933
-354181,0.99914,0.115004,5,31,0,354187,2.06595,0.00117836,0.296783,0.390101,40.3076,30.7511
-354183,0.995306,0.115004,4,15,0,354184,2.05621,0.00229243,0.257929,0.394749,41.6306,30.6172
-354184,0.999797,0.115004,5,31,0,354187,2.08589,-0.0029804,0.386121,0.369133,38.111,31.5226
-354182,0.870646,0.115004,5,31,0,354186,2.09264,-0.00324919,0.360078,0.392056,39.1448,31.9502
-354183,0.994786,0.115004,5,31,0,354186,2.05887,0.0019583,0.252906,0.405586,40.9806,32.904
-354182,0.997533,0.115004,5,31,0,354185,2.08309,-0.002428,0.358396,0.352772,40.0938,31.1598
-354181,0.989466,0.115004,5,31,0,354183,2.07009,0.000143705,0.295678,0.416522,41.658,31.2687
-354181,0.996849,0.115004,5,31,0,354183,2.07455,-0.000582087,0.320535,0.401269,40.4309,30.3141
-354185,0.804193,0.115004,5,31,0,354189,2.03693,0.00531165,0.282894,0.441608,39.2886,32.5112
-354182,0.987325,0.115004,5,31,0,354187,2.06984,-0.000612069,0.307279,0.414745,38.9867,31.6943
-354181,0.99576,0.115004,4,31,0,354183,2.07893,-0.000970181,0.366261,0.390371,41.6099,31.3608
-354182,0.982588,0.115004,5,31,0,354184,2.08077,-0.00148499,0.354123,0.440604,39.3064,32.0517
-354183,0.659541,0.115004,5,31,0,354187,2.06722,0.00132135,0.266121,0.38719,41.8033,30.7936
-354181,0.992653,0.115004,5,31,0,354187,2.07241,-0.000675539,0.344235,0.372118,39.1389,31.2145
-354182,0.818331,0.115004,5,31,0,354183,2.08169,-0.00109542,0.331222,0.389053,41.121,32.4451
-354181,0.94133,0.115004,4,31,0,354186,2.06891,0.000737596,0.358684,0.407777,41.0071,32.1783
-354183,0.873877,0.115004,4,15,0,354185,2.07793,-0.000556491,0.393214,0.396912,40.93,32.8062
-354185,0.982877,0.115004,5,31,0,354188,2.06529,0.000922402,0.298993,0.459685,38.0846,31.0533
-354187,0.998756,0.115004,5,31,0,354190,2.04514,0.00455429,0.355484,0.329704,42.7065,32.3148
-354189,0.980085,0.115004,4,15,0,354190,2.04354,0.00501295,0.349761,0.326994,43.041,32.4563
-354185,0.919754,0.115004,4,15,0,354191,2.05705,0.00306671,0.301568,0.358598,42.4433,32.7675
-354184,0.995873,0.115004,5,31,0,354189,2.09185,-0.00361701,0.418432,0.434234,40.5064,31.5117
-354183,0.988569,0.115004,5,31,0,354186,2.08591,-0.00285937,0.241628,0.382228,40.8787,31.5328
-354181,0.897457,0.115004,4,15,0,354184,2.08372,-0.00165661,0.274891,0.399296,40.4077,31.5762
-354183,0.997848,0.115004,5,31,0,354184,2.06102,0.000965043,0.39789,0.434844,40.2487,32.3784
-354181,0.995917,0.115004,4,31,0,354186,2.07222,-0.00102653,0.377123,0.420011,40.1942,31.659
-354181,0.994985,0.115004,5,31,0,354183,2.05824,0.00249491,0.307436,0.371237,41.5483,31.9054
-354182,0.972944,0.115004,4,31,0,354186,2.07576,-0.00051529,0.393437,0.437973,40.4484,32.0248
-354186,0.875317,0.115004,5,31,0,354187,2.08363,-0.00270553,0.438241,0.443224,41.5399,30.9389
-354183,0.997925,0.115004,5,31,0,354189,2.10957,-0.00704337,0.336083,0.406588,40.9821,32.2434
-354180,0.965438,0.115004,5,31,0,354185,2.05673,0.00238321,0.322953,0.392763,40.7486,32.3826
-354181,0.858627,0.115004,5,31,0,354183,2.0788,-0.000789999,0.338496,0.39839,40.2886,30.8867
-354181,0.960389,0.115004,5,31,0,354183,2.07123,-0.000110511,0.395357,0.380737,40.8222,31.6573
-354182,0.965234,0.115004,5,31,0,354183,2.06558,0.000577518,0.262334,0.397778,40.5129,30.744
-354181,0.975572,0.115004,5,31,0,354183,2.05817,0.00213761,0.38213,0.390405,39.986,32.4653
-354181,0.997301,0.115004,5,31,0,354183,2.06356,0.00136286,0.275666,0.413354,41.2487,30.8985
-354182,0.999885,0.115004,5,31,0,354184,2.09353,-0.00403509,0.325113,0.392901,41.5089,30.6777
-354182,0.768169,0.115004,5,31,0,354185,2.06513,0.000130074,0.276081,0.368785,40.5478,31.5584
-354182,0.978944,0.115004,4,15,0,354185,2.06719,0.00074617,0.262786,0.363229,40.3909,31.7273
-354180,0.929598,0.115004,4,31,0,354186,2.0743,-0.00093121,0.315438,0.387671,40.5092,32.1315
-354180,0.892957,0.115004,5,31,0,354183,2.07109,-0.000107772,0.349627,0.391307,40.4764,31.2113
-354180,0.994557,0.115004,5,31,0,354183,2.06126,0.00165012,0.320206,0.403768,40.72,31.7998
-354182,0.980971,0.115004,4,15,0,354182,2.04787,0.00383329,0.328991,0.438061,39.2518,31.5494
-354182,0.992979,0.115004,5,31,0,354184,2.08866,-0.00294615,0.321557,0.356851,41.3266,31.8483
-354181,0.963485,0.115004,5,31,0,354184,2.05838,0.00178742,0.352222,0.389218,40.8808,30.9368
-354183,0.96867,0.115004,4,31,0,354185,2.05474,0.00292003,0.418396,0.410635,40.8753,30.7345
-354181,0.993887,0.115004,5,31,0,354185,2.08188,-0.00194278,0.348421,0.41559,40.2862,32.4532
-354183,0.99417,0.115004,5,31,0,354185,2.08439,-0.00259261,0.330707,0.465162,39.6747,32.2207
-354182,0.904103,0.115004,5,31,0,354185,2.07449,-0.00132144,0.348055,0.439697,40.1981,30.9821
-354182,0.999879,0.115004,5,31,0,354184,2.0454,0.00434441,0.320325,0.370476,39.6506,32.2848
-354181,0.995728,0.115004,5,31,0,354185,2.08417,-0.00243909,0.354937,0.377517,39.9561,32.3843
-354182,0.800625,0.115004,5,31,0,354184,2.0707,-0.00087359,0.344859,0.399911,39.5588,30.7685
-354183,0.938117,0.115004,5,31,0,354184,2.10321,-0.00478114,0.312144,0.410186,40.6804,31.8568
-354181,0.990101,0.115004,4,31,0,354187,2.08702,-0.0021497,0.343114,0.390589,40.3127,30.9733
-354186,0.966769,0.115004,4,31,0,354188,2.07414,-0.0010295,0.367047,0.35101,43.3118,31.2171
-354187,0.997599,0.115004,4,15,0,354188,2.08302,-0.00196802,0.37694,0.349431,43.4247,31.0724
-354187,0.866628,0.115004,4,15,0,354189,2.08849,-0.00245335,0.360619,0.356446,43.6824,31.3402
-354184,1,0.115004,4,15,0,354188,2.08611,-0.00210644,0.316413,0.360266,42.6643,31.5049
