# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = model_tight_model
# start_datetime = 2025-04-28 19:10:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/86/3gll7lw97bd1x0htrdm3wgfw0000gn/T/tmp5ckvn70_/8m7fm5dt.json
# init = 2 (Default)
# random
#   seed = 58361
# output
#   file = /var/folders/86/3gll7lw97bd1x0htrdm3wgfw0000gn/T/tmp5ckvn70_/model_tightivvzqpkl/model_tight-20250428151036_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=model_tight.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_motif,mu_0,sigma_0,mu_1,sigma_1
# Adaptation terminated
# Step size = 0.0897172
# Diagonal elements of inverse mass matrix:
# 0.777841, 0.0363381, 0.00171042, 0.00485567, 0.696343, 0.000271279
-4312.19,0.988921,0.0897172,6,63,0,4316.93,-6.94839,1.83021,0.345922,0.394476,35.2523,24.4145
-4314.17,0.906235,0.0897172,5,63,0,4318.43,-5.98845,1.64757,0.364972,0.365386,35.625,24.5797
-4314.55,0.945799,0.0897172,5,63,0,4317.86,-7.44084,1.89357,0.318916,0.420446,34.6759,26.0234
-4316.77,1,0.0897172,5,31,0,4319.43,-8.0198,2.02587,0.407467,0.372318,34.1757,24.3898
-4313.86,0.999806,0.0897172,5,31,0,4319.45,-8.10076,2.08666,0.36295,0.350249,34.9757,24.8206
-4311.55,0.999095,0.0897172,4,15,0,4314.13,-7.90508,2.02541,0.344732,0.368957,35.084,25.0243
-4311.13,0.966081,0.0897172,5,31,0,4312.3,-7.41074,1.90441,0.293987,0.387747,34.7703,25.0447
-4310.81,0.99254,0.0897172,5,31,0,4311.63,-7.05863,1.83789,0.350305,0.379793,34.8927,24.871
-4311.84,0.988938,0.0897172,6,63,0,4313.6,-7.16056,1.87945,0.273543,0.403966,34.4374,25.4131
-4311.68,0.997856,0.0897172,5,31,0,4313.86,-7.06733,1.84232,0.335678,0.404896,34.3905,24.5666
-4310.99,0.99691,0.0897172,4,31,0,4316.74,-6.81052,1.79316,0.321781,0.420955,34.8467,24.8679
-4313.78,0.948227,0.0897172,5,31,0,4314.48,-6.16528,1.66737,0.308597,0.414335,36.4205,25.2008
